,0,1
784,personal_hygiene begin 2009-09-01 07:54:11.098659 r2,work begin 2009-09-01 08:18:06.089422 r2
785,work begin 2009-09-01 08:18:06.089422 r2,leave_home begin 2009-09-01 08:32:04.038521 r2
786,leave_home begin 2009-09-01 08:32:04.038521 r2,sleep begin 2009-09-01 23:00:19.020253 r2
787,sleep begin 2009-09-01 23:00:19.020253 r2,bed_toilet_transition begin 2009-09-02 03:25:06.081255 r2
788,bed_toilet_transition begin 2009-09-02 03:25:06.081255 r2,personal_hygiene begin 2009-09-02 08:25:18.027233 r2
789,personal_hygiene begin 2009-09-02 08:25:18.027233 r2,meal_preparation begin 2009-09-02 08:27:32.032037 r2
790,meal_preparation begin 2009-09-02 08:27:32.032037 r2,watch_tv begin 2009-09-02 08:31:08.069424 r2
791,watch_tv begin 2009-09-02 08:31:08.069424 r2,eating begin 2009-09-02 08:31:10.008729 r2
792,eating begin 2009-09-02 08:31:10.008729 r2,wandering_in_room begin 2009-09-02 08:53:21.012455 r2
793,wandering_in_room begin 2009-09-02 08:53:21.012455 r2,personal_hygiene begin 2009-09-02 08:55:35.034886 r2
794,personal_hygiene begin 2009-09-02 08:55:35.034886 r2,bathing begin 2009-09-02 08:56:43.032022 r2
795,bathing begin 2009-09-02 08:56:43.032022 r2,personal_hygiene begin 2009-09-02 23:57:54.036636 r2
796,personal_hygiene begin 2009-09-02 23:57:54.036636 r2,wandering_in_room begin 2009-09-02 23:59:19.096386 r2
797,wandering_in_room begin 2009-09-02 23:59:19.096386 r2,sleep begin 2009-09-03 00:23:52.052648 r2
798,sleep begin 2009-09-03 00:23:52.052648 r2,sleep begin 2009-09-03 00:29:33.000404 r2
799,sleep begin 2009-09-03 00:29:33.000404 r2,personal_hygiene begin 2009-09-03 07:49:47.090321 r2
800,personal_hygiene begin 2009-09-03 07:49:47.090321 r2,work begin 2009-09-03 08:03:27.000959 r2
801,work begin 2009-09-03 08:03:27.000959 r2,personal_hygiene begin 2009-09-03 08:05:23.004113 r2
802,personal_hygiene begin 2009-09-03 08:05:23.004113 r2,work begin 2009-09-03 08:06:49.006353 r2
803,work begin 2009-09-03 08:06:49.006353 r2,meal_preparation begin 2009-09-03 08:18:18.014014 r2
804,meal_preparation begin 2009-09-03 08:18:18.014014 r2,leave_home begin 2009-09-03 08:31:13.037427 r2
805,leave_home begin 2009-09-03 08:31:13.037427 r2,watch_tv begin 2009-09-03 23:00:17.054435 r2
806,watch_tv begin 2009-09-03 23:00:17.054435 r2,work begin 2009-09-03 23:21:45.064608 r2
807,work begin 2009-09-03 23:21:45.064608 r2,personal_hygiene begin 2009-09-03 23:39:30.034339 r2
808,personal_hygiene begin 2009-09-03 23:39:30.034339 r2,wandering_in_room begin 2009-09-03 23:41:50.097006 r2
809,wandering_in_room begin 2009-09-03 23:41:50.097006 r2,sleep begin 2009-09-03 23:53:12.006932 r2
810,sleep begin 2009-09-03 23:53:12.006932 r2,personal_hygiene begin 2009-09-04 08:14:40.080273 r2
811,personal_hygiene begin 2009-09-04 08:14:40.080273 r2,work begin 2009-09-04 08:16:16.016358 r2
812,work begin 2009-09-04 08:16:16.016358 r2,meal_preparation begin 2009-09-04 08:29:16.002358 r2
813,meal_preparation begin 2009-09-04 08:29:16.002358 r2,work begin 2009-09-04 08:35:18.053445 r2
814,work begin 2009-09-04 08:35:18.053445 r2,personal_hygiene begin 2009-09-04 08:57:23.004172 r2
815,personal_hygiene begin 2009-09-04 08:57:23.004172 r2,bathing begin 2009-09-04 08:58:47.058159 r2
816,bathing begin 2009-09-04 08:58:47.058159 r2,watch_tv begin 2009-09-04 23:01:06.087479 r2
817,watch_tv begin 2009-09-04 23:01:06.087479 r2,watch_tv begin 2009-09-05 00:16:55.005302 r2
818,watch_tv begin 2009-09-05 00:16:55.005302 r2,work begin 2009-09-05 00:21:09.091857 r2
819,work begin 2009-09-05 00:21:09.091857 r2,sleep begin 2009-09-05 00:30:14.007991 r2
820,sleep begin 2009-09-05 00:30:14.007991 r2,sleep begin 2009-09-05 00:41:45.007391 r2
821,sleep begin 2009-09-05 00:41:45.007391 r2,work begin 2009-09-05 01:05:56.000607 r2
822,work begin 2009-09-05 01:05:56.000607 r2,sleep begin 2009-09-05 01:10:45.059695 r2
823,sleep begin 2009-09-05 01:10:45.059695 r2,sleep begin 2009-09-05 01:34:24.053566 r2
824,sleep begin 2009-09-05 01:34:24.053566 r2,bed_toilet_transition begin 2009-09-05 05:21:53.007376 r2
825,bed_toilet_transition begin 2009-09-05 05:21:53.007376 r2,work begin 2009-09-05 08:27:40.093623 r2
826,work begin 2009-09-05 08:27:40.093623 r2,personal_hygiene begin 2009-09-05 08:38:10.007364 r2
827,personal_hygiene begin 2009-09-05 08:38:10.007364 r2,personal_hygiene begin 2009-09-05 08:50:24.061564 r2
828,personal_hygiene begin 2009-09-05 08:50:24.061564 r2,personal_hygiene begin 2009-09-05 08:53:05.028439 r2
829,personal_hygiene begin 2009-09-05 08:53:05.028439 r2,enter_home begin 2009-09-05 23:51:51.006903 r2
830,enter_home begin 2009-09-05 23:51:51.006903 r2,watch_tv begin 2009-09-05 23:54:04.045408 r2
831,watch_tv begin 2009-09-05 23:54:04.045408 r2,sleep begin 2009-09-06 00:08:29.036983 r2
832,sleep begin 2009-09-06 00:08:29.036983 r2,personal_hygiene begin 2009-09-06 00:12:33.005163 r2
833,personal_hygiene begin 2009-09-06 00:12:33.005163 r2,work begin 2009-09-06 00:12:43.065479 r2
834,work begin 2009-09-06 00:12:43.065479 r2,work begin 2009-09-06 01:23:28.009374 r2
835,work begin 2009-09-06 01:23:28.009374 r2,sleep begin 2009-09-06 01:27:52.017445 r2
836,sleep begin 2009-09-06 01:27:52.017445 r2,watch_tv begin 2009-09-06 23:00:59.053497 r2
837,watch_tv begin 2009-09-06 23:00:59.053497 r2,personal_hygiene begin 2009-09-06 23:55:09.045087 r2
838,personal_hygiene begin 2009-09-06 23:55:09.045087 r2,watch_tv begin 2009-09-06 23:57:30.083302 r2
839,watch_tv begin 2009-09-06 23:57:30.083302 r2,work begin 2009-09-07 01:25:45.058676 r2
840,work begin 2009-09-07 01:25:45.058676 r2,sleep begin 2009-09-07 01:48:07.036383 r2
841,sleep begin 2009-09-07 01:48:07.036383 r2,bed_toilet_transition begin 2009-09-07 04:43:39.021611 r2
842,bed_toilet_transition begin 2009-09-07 04:43:39.021611 r2,leave_home begin 2009-09-07 23:01:26.015335 r2
843,leave_home begin 2009-09-07 23:01:26.015335 r2,enter_home begin 2009-09-07 23:16:12.064331 r2
844,enter_home begin 2009-09-07 23:16:12.064331 r2,personal_hygiene begin 2009-09-07 23:17:10.096985 r2
845,personal_hygiene begin 2009-09-07 23:17:10.096985 r2,work begin 2009-09-07 23:18:47.042645 r2
846,work begin 2009-09-07 23:18:47.042645 r2,personal_hygiene begin 2009-09-07 23:25:38.003954 r2
847,personal_hygiene begin 2009-09-07 23:25:38.003954 r2,work begin 2009-09-07 23:26:35.015704 r2
848,work begin 2009-09-07 23:26:35.015704 r2,meal_preparation begin 2009-09-07 23:29:45.005323 r2
849,meal_preparation begin 2009-09-07 23:29:45.005323 r2,work begin 2009-09-07 23:31:11.029933 r2
850,work begin 2009-09-07 23:31:11.029933 r2,sleep begin 2009-09-07 23:59:17.071376 r2
851,sleep begin 2009-09-07 23:59:17.071376 r2,bed_toilet_transition begin 2009-09-08 00:22:27.011298 r2
852,bed_toilet_transition begin 2009-09-08 00:22:27.011298 r2,sleep begin 2009-09-08 03:00:01.091318 r2
853,sleep begin 2009-09-08 03:00:01.091318 r2,personal_hygiene begin 2009-09-08 07:15:05.039438 r2
854,personal_hygiene begin 2009-09-08 07:15:05.039438 r2,sleep begin 2009-09-08 07:18:03.042454 r2
855,sleep begin 2009-09-08 07:18:03.042454 r2,personal_hygiene begin 2009-09-08 07:44:07.023488 r2
856,personal_hygiene begin 2009-09-08 07:44:07.023488 r2,bathing begin 2009-09-08 07:46:35.037732 r2
857,bathing begin 2009-09-08 07:46:35.037732 r2,meal_preparation begin 2009-09-08 08:13:00.082885 r2
858,meal_preparation begin 2009-09-08 08:13:00.082885 r2,eating begin 2009-09-08 08:17:50.042434 r2
859,eating begin 2009-09-08 08:17:50.042434 r2,watch_tv begin 2009-09-08 08:17:55.037661 r2
860,watch_tv begin 2009-09-08 08:17:55.037661 r2,personal_hygiene begin 2009-09-08 08:39:31.099428 r2
861,personal_hygiene begin 2009-09-08 08:39:31.099428 r2,leave_home begin 2009-09-08 08:47:23.069172 r2
862,leave_home begin 2009-09-08 08:47:23.069172 r2,work begin 2009-09-08 23:00:26.033304 r2
863,work begin 2009-09-08 23:00:26.033304 r2,work begin 2009-09-08 23:21:38.036559 r2
864,work begin 2009-09-08 23:21:38.036559 r2,personal_hygiene begin 2009-09-08 23:26:28.003788 r2
865,personal_hygiene begin 2009-09-08 23:26:28.003788 r2,sleep begin 2009-09-08 23:32:28.085893 r2
866,sleep begin 2009-09-08 23:32:28.085893 r2,bed_toilet_transition begin 2009-09-09 03:22:21.046393 r2
867,bed_toilet_transition begin 2009-09-09 03:22:21.046393 r2,sleep begin 2009-09-09 03:24:30.053597 r2
868,sleep begin 2009-09-09 03:24:30.053597 r2,personal_hygiene begin 2009-09-09 07:36:48.069247 r2
869,personal_hygiene begin 2009-09-09 07:36:48.069247 r2,bathing begin 2009-09-09 07:37:16.018419 r2
870,bathing begin 2009-09-09 07:37:16.018419 r2,personal_hygiene begin 2009-09-09 07:54:21.088677 r2
871,personal_hygiene begin 2009-09-09 07:54:21.088677 r2,meal_preparation begin 2009-09-09 07:59:16.046658 r2
872,meal_preparation begin 2009-09-09 07:59:16.046658 r2,leave_home begin 2009-09-09 08:06:28.086543 r2
873,leave_home begin 2009-09-09 08:06:28.086543 r2,work begin 2009-09-09 23:00:18.089491 r2
874,work begin 2009-09-09 23:00:18.089491 r2,sleep begin 2009-09-09 23:05:38.097618 r2
875,sleep begin 2009-09-09 23:05:38.097618 r2,personal_hygiene begin 2009-09-10 07:47:59.083818 r2
876,personal_hygiene begin 2009-09-10 07:47:59.083818 r2,work begin 2009-09-10 07:49:57.025627 r2
877,work begin 2009-09-10 07:49:57.025627 r2,meal_preparation begin 2009-09-10 07:58:19.013979 r2
878,meal_preparation begin 2009-09-10 07:58:19.013979 r2,eating begin 2009-09-10 07:59:42.020411 r2
879,eating begin 2009-09-10 07:59:42.020411 r2,personal_hygiene begin 2009-09-10 08:10:00.061536 r2
880,personal_hygiene begin 2009-09-10 08:10:00.061536 r2,work begin 2009-09-10 08:33:42.097002 r2
881,work begin 2009-09-10 08:33:42.097002 r2,work begin 2009-09-10 08:41:52.015346 r2
882,work begin 2009-09-10 08:41:52.015346 r2,personal_hygiene begin 2009-09-10 08:48:03.067656 r2
883,personal_hygiene begin 2009-09-10 08:48:03.067656 r2,leave_home begin 2009-09-10 08:53:27.030945 r2
884,leave_home begin 2009-09-10 08:53:27.030945 r2,sleep begin 2009-09-10 23:04:13.054636 r2
885,sleep begin 2009-09-10 23:04:13.054636 r2,personal_hygiene begin 2009-09-11 07:30:49.002003 r2
886,personal_hygiene begin 2009-09-11 07:30:49.002003 r2,meal_preparation begin 2009-09-11 07:33:52.077837 r2
887,meal_preparation begin 2009-09-11 07:33:52.077837 r2,eating begin 2009-09-11 07:47:05.060278 r2
888,eating begin 2009-09-11 07:47:05.060278 r2,work begin 2009-09-11 08:00:19.079498 r2
889,work begin 2009-09-11 08:00:19.079498 r2,personal_hygiene begin 2009-09-11 08:48:08.073619 r2
890,personal_hygiene begin 2009-09-11 08:48:08.073619 r2,bathing begin 2009-09-11 08:49:35.073289 r2
891,bathing begin 2009-09-11 08:49:35.073289 r2,watch_tv begin 2009-09-11 23:55:33.039303 r2
892,watch_tv begin 2009-09-11 23:55:33.039303 r2,personal_hygiene begin 2009-09-12 00:11:38.023131 r2
893,personal_hygiene begin 2009-09-12 00:11:38.023131 r2,sleep begin 2009-09-12 00:18:34.006424 r2
894,sleep begin 2009-09-12 00:18:34.006424 r2,bed_toilet_transition begin 2009-09-12 03:35:31.081436 r2
895,bed_toilet_transition begin 2009-09-12 03:35:31.081436 r2,sleep begin 2009-09-12 03:43:42.025609 r2
896,sleep begin 2009-09-12 03:43:42.025609 r2,meal_preparation begin 2009-09-12 23:01:37.040266 r2
897,meal_preparation begin 2009-09-12 23:01:37.040266 r2,watch_tv begin 2009-09-12 23:11:23.061354 r2
898,watch_tv begin 2009-09-12 23:11:23.061354 r2,meal_preparation begin 2009-09-12 23:38:51.027576 r2
899,meal_preparation begin 2009-09-12 23:38:51.027576 r2,watch_tv begin 2009-09-12 23:56:37.046384 r2
900,watch_tv begin 2009-09-12 23:56:37.046384 r2,eating begin 2009-09-12 23:57:08.054046 r2
901,eating begin 2009-09-12 23:57:08.054046 r2,personal_hygiene begin 2009-09-13 01:24:45.072453 r2
902,personal_hygiene begin 2009-09-13 01:24:45.072453 r2,sleep begin 2009-09-13 01:30:49.006926 r2
903,sleep begin 2009-09-13 01:30:49.006926 r2,sleep begin 2009-09-13 23:01:38.000506 r2
904,sleep begin 2009-09-13 23:01:38.000506 r2,personal_hygiene begin 2009-09-13 23:31:11.024756 r2
905,personal_hygiene begin 2009-09-13 23:31:11.024756 r2,work begin 2009-09-13 23:43:21.029892 r2
906,work begin 2009-09-13 23:43:21.029892 r2,sleep begin 2009-09-14 00:41:06.052546 r2
907,sleep begin 2009-09-14 00:41:06.052546 r2,personal_hygiene begin 2009-09-14 08:44:47.033635 r2
908,personal_hygiene begin 2009-09-14 08:44:47.033635 r2,meal_preparation begin 2009-09-14 08:52:22.001198 r2
909,meal_preparation begin 2009-09-14 08:52:22.001198 r2,personal_hygiene begin 2009-09-14 23:01:07.044274 r2
910,personal_hygiene begin 2009-09-14 23:01:07.044274 r2,sleep begin 2009-09-14 23:03:53.035113 r2
911,sleep begin 2009-09-14 23:03:53.035113 r2,personal_hygiene begin 2009-09-15 07:45:09.016179 r2
912,personal_hygiene begin 2009-09-15 07:45:09.016179 r2,meal_preparation begin 2009-09-15 07:48:02.058939 r2
913,meal_preparation begin 2009-09-15 07:48:02.058939 r2,personal_hygiene begin 2009-09-15 08:10:44.015467 r2
914,personal_hygiene begin 2009-09-15 08:10:44.015467 r2,personal_hygiene begin 2009-09-15 08:25:17.047303 r2
915,personal_hygiene begin 2009-09-15 08:25:17.047303 r2,personal_hygiene begin 2009-09-15 08:26:28.010141 r2
916,personal_hygiene begin 2009-09-15 08:26:28.010141 r2,personal_hygiene begin 2009-09-15 08:29:25.006132 r2
917,personal_hygiene begin 2009-09-15 08:29:25.006132 r2,work begin 2009-09-15 08:31:51.081113 r2
918,work begin 2009-09-15 08:31:51.081113 r2,meal_preparation begin 2009-09-15 08:35:04.049336 r2
919,meal_preparation begin 2009-09-15 08:35:04.049336 r2,work begin 2009-09-15 23:08:33.006634 r2
920,work begin 2009-09-15 23:08:33.006634 r2,work begin 2009-09-15 23:22:20.093391 r2
921,work begin 2009-09-15 23:22:20.093391 r2,personal_hygiene begin 2009-09-15 23:57:21.047435 r2
922,personal_hygiene begin 2009-09-15 23:57:21.047435 r2,work begin 2009-09-16 00:08:45.066988 r2
923,work begin 2009-09-16 00:08:45.066988 r2,personal_hygiene begin 2009-09-16 00:28:33.058252 r2
924,personal_hygiene begin 2009-09-16 00:28:33.058252 r2,work begin 2009-09-16 00:31:48.096951 r2
925,work begin 2009-09-16 00:31:48.096951 r2,sleep begin 2009-09-16 00:36:54.086449 r2
926,sleep begin 2009-09-16 00:36:54.086449 r2,personal_hygiene begin 2009-09-16 07:49:56.033301 r2
927,personal_hygiene begin 2009-09-16 07:49:56.033301 r2,meal_preparation begin 2009-09-16 08:54:19.072148 r2
928,meal_preparation begin 2009-09-16 08:54:19.072148 r2,eating begin 2009-09-16 08:56:31.010404 r2
929,eating begin 2009-09-16 08:56:31.010404 r2,personal_hygiene begin 2009-09-16 23:01:04.019357 r2
930,personal_hygiene begin 2009-09-16 23:01:04.019357 r2,personal_hygiene begin 2009-09-16 23:01:48.095518 r2
931,personal_hygiene begin 2009-09-16 23:01:48.095518 r2,personal_hygiene begin 2009-09-16 23:03:05.034518 r2
932,personal_hygiene begin 2009-09-16 23:03:05.034518 r2,work begin 2009-09-16 23:04:35.057856 r2
933,work begin 2009-09-16 23:04:35.057856 r2,work begin 2009-09-16 23:23:42.076419 r2
934,work begin 2009-09-16 23:23:42.076419 r2,sleep begin 2009-09-16 23:25:17.009343 r2
935,sleep begin 2009-09-16 23:25:17.009343 r2,personal_hygiene begin 2009-09-17 07:53:25.000849 r2
936,personal_hygiene begin 2009-09-17 07:53:25.000849 r2,personal_hygiene begin 2009-09-17 08:13:33.001869 r2
937,personal_hygiene begin 2009-09-17 08:13:33.001869 r2,work begin 2009-09-17 08:40:26.089622 r2
938,work begin 2009-09-17 08:40:26.089622 r2,meal_preparation begin 2009-09-17 08:53:26.095457 r2
939,meal_preparation begin 2009-09-17 08:53:26.095457 r2,leave_home begin 2009-09-17 08:59:13.033397 r2
940,leave_home begin 2009-09-17 08:59:13.033397 r2,work begin 2009-09-17 23:00:01.067773 r2
941,work begin 2009-09-17 23:00:01.067773 r2,personal_hygiene begin 2009-09-17 23:19:00.095138 r2
942,personal_hygiene begin 2009-09-17 23:19:00.095138 r2,personal_hygiene begin 2009-09-18 00:13:41.064868 r2
943,personal_hygiene begin 2009-09-18 00:13:41.064868 r2,sleep begin 2009-09-18 00:16:04.049225 r2
944,sleep begin 2009-09-18 00:16:04.049225 r2,personal_hygiene begin 2009-09-18 08:48:06.011537 r2
945,personal_hygiene begin 2009-09-18 08:48:06.011537 r2,work begin 2009-09-18 08:49:39.053756 r2
946,work begin 2009-09-18 08:49:39.053756 r2,sleep begin 2009-09-18 23:06:41.009645 r2
947,sleep begin 2009-09-18 23:06:41.009645 r2,sleep begin 2009-09-19 23:06:37.074535 r2
948,sleep begin 2009-09-19 23:06:37.074535 r2,enter_home begin 2009-09-20 23:34:02.006562 r2
949,enter_home begin 2009-09-20 23:34:02.006562 r2,meal_preparation begin 2009-09-20 23:34:23.017141 r2
950,meal_preparation begin 2009-09-20 23:34:23.017141 r2,sleep begin 2009-09-21 01:01:27.005748 r2
951,sleep begin 2009-09-21 01:01:27.005748 r2,personal_hygiene begin 2009-09-21 07:40:40.075996 r2
952,personal_hygiene begin 2009-09-21 07:40:40.075996 r2,meal_preparation begin 2009-09-21 07:44:20.067886 r2
953,meal_preparation begin 2009-09-21 07:44:20.067886 r2,eating begin 2009-09-21 07:52:01.068445 r2
954,eating begin 2009-09-21 07:52:01.068445 r2,watch_tv begin 2009-09-21 07:52:04.068122 r2
955,watch_tv begin 2009-09-21 07:52:04.068122 r2,watch_tv begin 2009-09-21 08:09:10.024688 r2
956,watch_tv begin 2009-09-21 08:09:10.024688 r2,watch_tv begin 2009-09-21 08:30:24.042537 r2
957,watch_tv begin 2009-09-21 08:30:24.042537 r2,meal_preparation begin 2009-09-21 08:42:51.052062 r2
958,meal_preparation begin 2009-09-21 08:42:51.052062 r2,work begin 2009-09-21 08:51:39.016504 r2
959,work begin 2009-09-21 08:51:39.016504 r2,work begin 2009-09-21 23:00:00.007076 r2
960,work begin 2009-09-21 23:00:00.007076 r2,personal_hygiene begin 2009-09-21 23:47:41.067872 r2
961,personal_hygiene begin 2009-09-21 23:47:41.067872 r2,meal_preparation begin 2009-09-21 23:50:37.099914 r2
962,meal_preparation begin 2009-09-21 23:50:37.099914 r2,meal_preparation begin 2009-09-21 23:57:33.073393 r2
963,meal_preparation begin 2009-09-21 23:57:33.073393 r2,sleep begin 2009-09-22 00:12:51.082211 r2
964,sleep begin 2009-09-22 00:12:51.082211 r2,personal_hygiene begin 2009-09-22 07:30:03.075667 r2
965,personal_hygiene begin 2009-09-22 07:30:03.075667 r2,personal_hygiene begin 2009-09-22 07:34:37.098146 r2
966,personal_hygiene begin 2009-09-22 07:34:37.098146 r2,bathing begin 2009-09-22 07:35:53.065531 r2
967,bathing begin 2009-09-22 07:35:53.065531 r2,meal_preparation begin 2009-09-22 07:52:09.009517 r2
968,meal_preparation begin 2009-09-22 07:52:09.009517 r2,work begin 2009-09-22 08:05:08.006953 r2
969,work begin 2009-09-22 08:05:08.006953 r2,personal_hygiene begin 2009-09-22 08:31:55.010065 r2
970,personal_hygiene begin 2009-09-22 08:31:55.010065 r2,personal_hygiene begin 2009-09-22 08:39:08.003425 r2
971,personal_hygiene begin 2009-09-22 08:39:08.003425 r2,meal_preparation begin 2009-09-22 08:44:17.023514 r2
972,meal_preparation begin 2009-09-22 08:44:17.023514 r2,leave_home begin 2009-09-22 08:49:26.021134 r2
973,leave_home begin 2009-09-22 08:49:26.021134 r2,sleep begin 2009-09-22 23:07:50.019179 r2
974,sleep begin 2009-09-22 23:07:50.019179 r2,bed_toilet_transition begin 2009-09-22 23:44:15.080576 r2
975,bed_toilet_transition begin 2009-09-22 23:44:15.080576 r2,sleep begin 2009-09-22 23:46:51.071674 r2
976,sleep begin 2009-09-22 23:46:51.071674 r2,bed_toilet_transition begin 2009-09-22 23:55:25.013767 r2
977,bed_toilet_transition begin 2009-09-22 23:55:25.013767 r2,sleep begin 2009-09-23 00:01:06.024205 r2
978,sleep begin 2009-09-23 00:01:06.024205 r2,bed_toilet_transition begin 2009-09-23 00:02:01.057145 r2
979,bed_toilet_transition begin 2009-09-23 00:02:01.057145 r2,sleep begin 2009-09-23 00:05:20.034746 r2
980,sleep begin 2009-09-23 00:05:20.034746 r2,sleep begin 2009-09-23 00:43:24.043129 r2
981,sleep begin 2009-09-23 00:43:24.043129 r2,meal_preparation begin 2009-09-23 08:08:56.041391 r2
982,meal_preparation begin 2009-09-23 08:08:56.041391 r2,personal_hygiene begin 2009-09-23 08:11:40.058514 r2
983,personal_hygiene begin 2009-09-23 08:11:40.058514 r2,watch_tv begin 2009-09-23 08:24:26.022571 r2
984,watch_tv begin 2009-09-23 08:24:26.022571 r2,personal_hygiene begin 2009-09-23 08:50:05.069412 r2
985,personal_hygiene begin 2009-09-23 08:50:05.069412 r2,bathing begin 2009-09-23 08:51:23.008532 r2
986,bathing begin 2009-09-23 08:51:23.008532 r2,work begin 2009-09-23 23:00:24.006829 r2
