,0,1
836,sleep begin 2009-08-26 00:49:22.079813 r1,wandering_in_room begin 2009-08-26 06:18:22.092538 r1
837,wandering_in_room begin 2009-08-26 06:18:22.092538 r1,personal_hygiene begin 2009-08-26 06:36:57.057166 r1
838,personal_hygiene begin 2009-08-26 06:36:57.057166 r1,bathing begin 2009-08-26 06:38:39.003448 r1
839,bathing begin 2009-08-26 06:38:39.003448 r1,work begin 2009-08-26 06:58:23.076395 r1
840,work begin 2009-08-26 06:58:23.076395 r1,personal_hygiene begin 2009-08-26 07:01:57.006232 r1
841,personal_hygiene begin 2009-08-26 07:01:57.006232 r1,wandering_in_room begin 2009-08-26 07:07:09.050041 r1
842,wandering_in_room begin 2009-08-26 07:07:09.050041 r1,leave_home begin 2009-08-26 07:12:09.033182 r1
843,leave_home begin 2009-08-26 07:12:09.033182 r1,personal_hygiene begin 2009-08-26 23:06:51.013549 r1
844,personal_hygiene begin 2009-08-26 23:06:51.013549 r1,work begin 2009-08-26 23:37:07.009729 r1
845,work begin 2009-08-26 23:37:07.009729 r1,sleep begin 2009-08-26 23:49:13.093574 r1
846,sleep begin 2009-08-26 23:49:13.093574 r1,sleep begin 2009-08-26 23:53:08.000367 r1
847,sleep begin 2009-08-26 23:53:08.000367 r1,personal_hygiene begin 2009-08-27 05:24:07.052076 r1
848,personal_hygiene begin 2009-08-27 05:24:07.052076 r1,work begin 2009-08-27 05:25:49.065431 r1
849,work begin 2009-08-27 05:25:49.065431 r1,meal_preparation begin 2009-08-27 05:27:45.002318 r1
850,meal_preparation begin 2009-08-27 05:27:45.002318 r1,leave_home begin 2009-08-27 05:39:26.059826 r1
851,leave_home begin 2009-08-27 05:39:26.059826 r1,enter_home begin 2009-08-27 07:46:20.053996 r1
852,enter_home begin 2009-08-27 07:46:20.053996 r1,meal_preparation begin 2009-08-27 07:49:11.036873 r1
853,meal_preparation begin 2009-08-27 07:49:11.036873 r1,eating begin 2009-08-27 08:03:28.042209 r1
854,eating begin 2009-08-27 08:03:28.042209 r1,personal_hygiene begin 2009-08-27 08:19:26.041918 r1
855,personal_hygiene begin 2009-08-27 08:19:26.041918 r1,bathing begin 2009-08-27 08:24:24.018219 r1
856,bathing begin 2009-08-27 08:24:24.018219 r1,work begin 2009-08-27 08:30:22.021608 r1
857,work begin 2009-08-27 08:30:22.021608 r1,personal_hygiene begin 2009-08-27 08:31:37.009444 r1
858,personal_hygiene begin 2009-08-27 08:31:37.009444 r1,personal_hygiene begin 2009-08-27 08:38:00.005305 r1
859,personal_hygiene begin 2009-08-27 08:38:00.005305 r1,personal_hygiene begin 2009-08-27 08:39:00.004862 r1
860,personal_hygiene begin 2009-08-27 08:39:00.004862 r1,meal_preparation begin 2009-08-27 08:40:25.086639 r1
861,meal_preparation begin 2009-08-27 08:40:25.086639 r1,leave_home begin 2009-08-27 08:42:40.015332 r1
862,leave_home begin 2009-08-27 08:42:40.015332 r1,personal_hygiene begin 2009-08-27 23:43:39.048917 r1
863,personal_hygiene begin 2009-08-27 23:43:39.048917 r1,sleep begin 2009-08-27 23:47:24.046691 r1
864,sleep begin 2009-08-27 23:47:24.046691 r1,work begin 2009-08-28 07:00:10.077453 r1
865,work begin 2009-08-28 07:00:10.077453 r1,wandering_in_room begin 2009-08-28 07:01:00.091567 r1
866,wandering_in_room begin 2009-08-28 07:01:00.091567 r1,personal_hygiene begin 2009-08-28 07:06:11.024792 r1
867,personal_hygiene begin 2009-08-28 07:06:11.024792 r1,leave_home begin 2009-08-28 07:12:46.028054 r1
868,leave_home begin 2009-08-28 07:12:46.028054 r1,watch_tv begin 2009-08-28 23:00:30.064335 r1
869,watch_tv begin 2009-08-28 23:00:30.064335 r1,personal_hygiene begin 2009-08-28 23:31:38.053265 r1
870,personal_hygiene begin 2009-08-28 23:31:38.053265 r1,wandering_in_room begin 2009-08-28 23:31:48.044298 r1
871,wandering_in_room begin 2009-08-28 23:31:48.044298 r1,sleep begin 2009-08-28 23:35:28.029893 r1
872,sleep begin 2009-08-28 23:35:28.029893 r1,bed_toilet_transition begin 2009-08-29 01:48:11.093085 r1
873,bed_toilet_transition begin 2009-08-29 01:48:11.093085 r1,bed_toilet_transition begin 2009-08-29 02:30:57.036326 r1
874,bed_toilet_transition begin 2009-08-29 02:30:57.036326 r1,wandering_in_room begin 2009-08-29 02:37:01.077171 r1
875,wandering_in_room begin 2009-08-29 02:37:01.077171 r1,sleep begin 2009-08-29 02:38:39.014448 r1
876,sleep begin 2009-08-29 02:38:39.014448 r1,sleep begin 2009-08-29 08:05:54.024092 r1
877,sleep begin 2009-08-29 08:05:54.024092 r1,personal_hygiene begin 2009-08-29 08:24:30.069247 r1
878,personal_hygiene begin 2009-08-29 08:24:30.069247 r1,wandering_in_room begin 2009-08-29 08:42:51.083513 r1
879,wandering_in_room begin 2009-08-29 08:42:51.083513 r1,personal_hygiene begin 2009-08-29 08:47:17.055466 r1
880,personal_hygiene begin 2009-08-29 08:47:17.055466 r1,personal_hygiene begin 2009-08-29 08:48:37.080566 r1
881,personal_hygiene begin 2009-08-29 08:48:37.080566 r1,personal_hygiene begin 2009-08-29 08:50:34.006141 r1
882,personal_hygiene begin 2009-08-29 08:50:34.006141 r1,personal_hygiene begin 2009-08-30 00:07:22.008844 r1
883,personal_hygiene begin 2009-08-30 00:07:22.008844 r1,work begin 2009-08-30 00:08:29.030635 r1
884,work begin 2009-08-30 00:08:29.030635 r1,sleep begin 2009-08-30 00:49:48.004642 r1
885,sleep begin 2009-08-30 00:49:48.004642 r1,bed_toilet_transition begin 2009-08-30 04:32:12.095444 r1
886,bed_toilet_transition begin 2009-08-30 04:32:12.095444 r1,leave_home begin 2009-08-30 04:47:16.025059 r1
887,leave_home begin 2009-08-30 04:47:16.025059 r1,watch_tv begin 2009-08-30 23:00:26.095583 r1
888,watch_tv begin 2009-08-30 23:00:26.095583 r1,meal_preparation begin 2009-08-30 23:18:08.069385 r1
889,meal_preparation begin 2009-08-30 23:18:08.069385 r1,eating begin 2009-08-30 23:23:45.011057 r1
890,eating begin 2009-08-30 23:23:45.011057 r1,watch_tv begin 2009-08-31 00:19:00.032009 r1
891,watch_tv begin 2009-08-31 00:19:00.032009 r1,work begin 2009-08-31 02:52:39.063371 r1
892,work begin 2009-08-31 02:52:39.063371 r1,work begin 2009-08-31 02:55:50.041734 r1
893,work begin 2009-08-31 02:55:50.041734 r1,sleep begin 2009-08-31 03:10:09.018475 r1
894,sleep begin 2009-08-31 03:10:09.018475 r1,personal_hygiene begin 2009-08-31 07:04:58.099358 r1
895,personal_hygiene begin 2009-08-31 07:04:58.099358 r1,personal_hygiene begin 2009-08-31 07:09:56.036379 r1
896,personal_hygiene begin 2009-08-31 07:09:56.036379 r1,personal_hygiene begin 2009-08-31 07:11:35.010413 r1
897,personal_hygiene begin 2009-08-31 07:11:35.010413 r1,leave_home begin 2009-08-31 07:17:46.002422 r1
898,leave_home begin 2009-08-31 07:17:46.002422 r1,meal_preparation begin 2009-08-31 23:04:22.070993 r1
899,meal_preparation begin 2009-08-31 23:04:22.070993 r1,watch_tv begin 2009-08-31 23:05:39.006807 r1
900,watch_tv begin 2009-08-31 23:05:39.006807 r1,watch_tv begin 2009-08-31 23:19:31.014574 r1
901,watch_tv begin 2009-08-31 23:19:31.014574 r1,personal_hygiene begin 2009-09-01 02:07:18.016234 r1
902,personal_hygiene begin 2009-09-01 02:07:18.016234 r1,work begin 2009-09-01 02:29:16.026435 r1
903,work begin 2009-09-01 02:29:16.026435 r1,sleep begin 2009-09-01 02:52:24.038064 r1
904,sleep begin 2009-09-01 02:52:24.038064 r1,personal_hygiene begin 2009-09-01 08:20:22.014327 r1
905,personal_hygiene begin 2009-09-01 08:20:22.014327 r1,personal_hygiene begin 2009-09-01 08:39:34.054373 r1
906,personal_hygiene begin 2009-09-01 08:39:34.054373 r1,personal_hygiene begin 2009-09-01 08:43:38.090138 r1
907,personal_hygiene begin 2009-09-01 08:43:38.090138 r1,work begin 2009-09-01 08:48:48.001424 r1
908,work begin 2009-09-01 08:48:48.001424 r1,leave_home begin 2009-09-01 08:57:43.076155 r1
909,leave_home begin 2009-09-01 08:57:43.076155 r1,watch_tv begin 2009-09-01 23:00:10.074994 r1
910,watch_tv begin 2009-09-01 23:00:10.074994 r1,meal_preparation begin 2009-09-01 23:57:16.000978 r1
911,meal_preparation begin 2009-09-01 23:57:16.000978 r1,personal_hygiene begin 2009-09-02 00:01:49.035614 r1
912,personal_hygiene begin 2009-09-02 00:01:49.035614 r1,work begin 2009-09-02 00:05:35.001991 r1
913,work begin 2009-09-02 00:05:35.001991 r1,personal_hygiene begin 2009-09-02 00:08:29.017256 r1
914,personal_hygiene begin 2009-09-02 00:08:29.017256 r1,work begin 2009-09-02 00:12:16.015294 r1
915,work begin 2009-09-02 00:12:16.015294 r1,sleep begin 2009-09-02 00:15:55.034905 r1
916,sleep begin 2009-09-02 00:15:55.034905 r1,sleep begin 2009-09-02 03:01:00.091269 r1
917,sleep begin 2009-09-02 03:01:00.091269 r1,work begin 2009-09-02 06:08:34.063977 r1
918,work begin 2009-09-02 06:08:34.063977 r1,personal_hygiene begin 2009-09-02 06:09:16.090011 r1
919,personal_hygiene begin 2009-09-02 06:09:16.090011 r1,sleep begin 2009-09-02 06:14:46.001803 r1
920,sleep begin 2009-09-02 06:14:46.001803 r1,personal_hygiene begin 2009-09-02 07:04:27.011947 r1
921,personal_hygiene begin 2009-09-02 07:04:27.011947 r1,bathing begin 2009-09-02 07:06:28.064739 r1
922,bathing begin 2009-09-02 07:06:28.064739 r1,personal_hygiene begin 2009-09-02 07:16:46.086505 r1
923,personal_hygiene begin 2009-09-02 07:16:46.086505 r1,personal_hygiene begin 2009-09-02 07:19:40.031367 r1
924,personal_hygiene begin 2009-09-02 07:19:40.031367 r1,leave_home begin 2009-09-02 07:22:43.075892 r1
925,leave_home begin 2009-09-02 07:22:43.075892 r1,watch_tv begin 2009-09-02 23:00:17.045348 r1
926,watch_tv begin 2009-09-02 23:00:17.045348 r1,work begin 2009-09-02 23:03:38.063312 r1
927,work begin 2009-09-02 23:03:38.063312 r1,work begin 2009-09-02 23:52:59.061519 r1
928,work begin 2009-09-02 23:52:59.061519 r1,work begin 2009-09-02 23:59:08.027032 r1
929,work begin 2009-09-02 23:59:08.027032 r1,personal_hygiene begin 2009-09-03 00:12:57.003864 r1
930,personal_hygiene begin 2009-09-03 00:12:57.003864 r1,work begin 2009-09-03 00:14:15.086236 r1
931,work begin 2009-09-03 00:14:15.086236 r1,work begin 2009-09-03 00:24:55.009091 r1
932,work begin 2009-09-03 00:24:55.009091 r1,sleep begin 2009-09-03 01:17:29.000477 r1
933,sleep begin 2009-09-03 01:17:29.000477 r1,personal_hygiene begin 2009-09-03 08:02:25.017416 r1
934,personal_hygiene begin 2009-09-03 08:02:25.017416 r1,personal_hygiene begin 2009-09-03 08:22:21.038954 r1
935,personal_hygiene begin 2009-09-03 08:22:21.038954 r1,work begin 2009-09-03 08:25:20.073159 r1
936,work begin 2009-09-03 08:25:20.073159 r1,personal_hygiene begin 2009-09-03 08:32:40.009986 r1
937,personal_hygiene begin 2009-09-03 08:32:40.009986 r1,work begin 2009-09-03 08:41:17.005938 r1
938,work begin 2009-09-03 08:41:17.005938 r1,meal_preparation begin 2009-09-03 08:43:21.017846 r1
939,meal_preparation begin 2009-09-03 08:43:21.017846 r1,leave_home begin 2009-09-03 08:52:17.022311 r1
940,leave_home begin 2009-09-03 08:52:17.022311 r1,watch_tv begin 2009-09-03 23:00:19.083404 r1
941,watch_tv begin 2009-09-03 23:00:19.083404 r1,personal_hygiene begin 2009-09-04 00:53:34.001095 r1
942,personal_hygiene begin 2009-09-04 00:53:34.001095 r1,meal_preparation begin 2009-09-04 00:55:44.003633 r1
943,meal_preparation begin 2009-09-04 00:55:44.003633 r1,personal_hygiene begin 2009-09-04 01:13:47.083431 r1
944,personal_hygiene begin 2009-09-04 01:13:47.083431 r1,work begin 2009-09-04 01:18:05.087615 r1
945,work begin 2009-09-04 01:18:05.087615 r1,sleep begin 2009-09-04 01:38:36.007262 r1
946,sleep begin 2009-09-04 01:38:36.007262 r1,personal_hygiene begin 2009-09-04 06:53:33.089883 r1
947,personal_hygiene begin 2009-09-04 06:53:33.089883 r1,bathing begin 2009-09-04 06:59:57.098774 r1
948,bathing begin 2009-09-04 06:59:57.098774 r1,work begin 2009-09-04 07:04:48.056954 r1
949,work begin 2009-09-04 07:04:48.056954 r1,personal_hygiene begin 2009-09-04 07:09:30.013875 r1
950,personal_hygiene begin 2009-09-04 07:09:30.013875 r1,work begin 2009-09-04 07:11:15.077381 r1
951,work begin 2009-09-04 07:11:15.077381 r1,personal_hygiene begin 2009-09-04 07:13:35.057628 r1
952,personal_hygiene begin 2009-09-04 07:13:35.057628 r1,leave_home begin 2009-09-04 07:17:45.079408 r1
953,leave_home begin 2009-09-04 07:17:45.079408 r1,work begin 2009-09-04 23:07:12.090912 r1
954,work begin 2009-09-04 23:07:12.090912 r1,watch_tv begin 2009-09-04 23:09:01.009472 r1
955,watch_tv begin 2009-09-04 23:09:01.009472 r1,personal_hygiene begin 2009-09-04 23:27:48.000428 r1
956,personal_hygiene begin 2009-09-04 23:27:48.000428 r1,watch_tv begin 2009-09-04 23:29:38.098946 r1
957,watch_tv begin 2009-09-04 23:29:38.098946 r1,personal_hygiene begin 2009-09-05 00:01:22.004031 r1
958,personal_hygiene begin 2009-09-05 00:01:22.004031 r1,work begin 2009-09-05 00:02:26.007528 r1
959,work begin 2009-09-05 00:02:26.007528 r1,watch_tv begin 2009-09-05 00:05:05.012459 r1
960,watch_tv begin 2009-09-05 00:05:05.012459 r1,watch_tv begin 2009-09-05 00:42:30.055775 r1
961,watch_tv begin 2009-09-05 00:42:30.055775 r1,wandering_in_room begin 2009-09-05 01:05:52.074022 r1
962,wandering_in_room begin 2009-09-05 01:05:52.074022 r1,sleep begin 2009-09-05 01:11:45.035455 r1
963,sleep begin 2009-09-05 01:11:45.035455 r1,bed_toilet_transition begin 2009-09-05 04:41:02.021425 r1
964,bed_toilet_transition begin 2009-09-05 04:41:02.021425 r1,work begin 2009-09-05 08:52:03.026441 r1
965,work begin 2009-09-05 08:52:03.026441 r1,personal_hygiene begin 2009-09-05 08:53:27.080013 r1
966,personal_hygiene begin 2009-09-05 08:53:27.080013 r1,bathing begin 2009-09-05 08:56:37.001894 r1
967,bathing begin 2009-09-05 08:56:37.001894 r1,watch_tv begin 2009-09-05 23:00:05.062604 r1
968,watch_tv begin 2009-09-05 23:00:05.062604 r1,work begin 2009-09-06 00:46:58.037616 r1
969,work begin 2009-09-06 00:46:58.037616 r1,personal_hygiene begin 2009-09-06 01:05:05.051386 r1
970,personal_hygiene begin 2009-09-06 01:05:05.051386 r1,sleep begin 2009-09-06 01:08:03.026562 r1
971,sleep begin 2009-09-06 01:08:03.026562 r1,bed_toilet_transition begin 2009-09-06 04:19:31.032325 r1
972,bed_toilet_transition begin 2009-09-06 04:19:31.032325 r1,personal_hygiene begin 2009-09-06 04:28:46.070898 r1
973,personal_hygiene begin 2009-09-06 04:28:46.070898 r1,work begin 2009-09-06 04:32:24.010014 r1
974,work begin 2009-09-06 04:32:24.010014 r1,meal_preparation begin 2009-09-06 04:36:25.066591 r1
975,meal_preparation begin 2009-09-06 04:36:25.066591 r1,leave_home begin 2009-09-06 04:44:23.008452 r1
976,leave_home begin 2009-09-06 04:44:23.008452 r1,sleep begin 2009-09-06 23:00:05.043155 r1
977,sleep begin 2009-09-06 23:00:05.043155 r1,bed_toilet_transition begin 2009-09-07 00:04:48.097026 r1
978,bed_toilet_transition begin 2009-09-07 00:04:48.097026 r1,bed_toilet_transition begin 2009-09-07 02:23:29.097262 r1
979,bed_toilet_transition begin 2009-09-07 02:23:29.097262 r1,bed_toilet_transition begin 2009-09-07 03:41:52.044625 r1
980,bed_toilet_transition begin 2009-09-07 03:41:52.044625 r1,enter_home begin 2009-09-07 23:23:45.075923 r1
981,enter_home begin 2009-09-07 23:23:45.075923 r1,watch_tv begin 2009-09-07 23:26:35.055464 r1
982,watch_tv begin 2009-09-07 23:26:35.055464 r1,work begin 2009-09-08 01:06:48.033925 r1
983,work begin 2009-09-08 01:06:48.033925 r1,personal_hygiene begin 2009-09-08 01:10:42.059396 r1
984,personal_hygiene begin 2009-09-08 01:10:42.059396 r1,wandering_in_room begin 2009-09-08 01:19:26.057825 r1
985,wandering_in_room begin 2009-09-08 01:19:26.057825 r1,personal_hygiene begin 2009-09-08 01:24:54.061756 r1
986,personal_hygiene begin 2009-09-08 01:24:54.061756 r1,sleep begin 2009-09-08 01:29:02.054313 r1
987,sleep begin 2009-09-08 01:29:02.054313 r1,bed_toilet_transition begin 2009-09-08 04:57:28.085747 r1
988,bed_toilet_transition begin 2009-09-08 04:57:28.085747 r1,work begin 2009-09-08 07:48:23.052484 r1
989,work begin 2009-09-08 07:48:23.052484 r1,personal_hygiene begin 2009-09-08 08:00:54.060222 r1
990,personal_hygiene begin 2009-09-08 08:00:54.060222 r1,personal_hygiene begin 2009-09-08 08:03:58.027135 r1
991,personal_hygiene begin 2009-09-08 08:03:58.027135 r1,personal_hygiene begin 2009-09-08 08:25:07.013338 r1
992,personal_hygiene begin 2009-09-08 08:25:07.013338 r1,personal_hygiene begin 2009-09-08 08:30:09.093596 r1
993,personal_hygiene begin 2009-09-08 08:30:09.093596 r1,wandering_in_room begin 2009-09-08 08:47:37.032346 r1
994,wandering_in_room begin 2009-09-08 08:47:37.032346 r1,leave_home begin 2009-09-08 08:57:50.034632 r1
995,leave_home begin 2009-09-08 08:57:50.034632 r1,sleep begin 2009-09-08 22:59:58.059347 r1
996,sleep begin 2009-09-08 22:59:58.059347 r1,work begin 2009-09-08 23:05:48.073504 r1
997,work begin 2009-09-08 23:05:48.073504 r1,personal_hygiene begin 2009-09-08 23:10:20.051014 r1
998,personal_hygiene begin 2009-09-08 23:10:20.051014 r1,work begin 2009-09-08 23:19:13.037682 r1
999,work begin 2009-09-08 23:19:13.037682 r1,wandering_in_room begin 2009-09-08 23:23:37.001786 r1
1000,wandering_in_room begin 2009-09-08 23:23:37.001786 r1,sleep begin 2009-09-08 23:38:13.044629 r1
1001,sleep begin 2009-09-08 23:38:13.044629 r1,work begin 2009-09-09 00:54:08.029905 r1
1002,work begin 2009-09-09 00:54:08.029905 r1,sleep begin 2009-09-09 00:55:54.031348 r1
1003,sleep begin 2009-09-09 00:55:54.031348 r1,sleep begin 2009-09-09 01:47:16.062345 r1
1004,sleep begin 2009-09-09 01:47:16.062345 r1,personal_hygiene begin 2009-09-09 06:50:50.036907 r1
1005,personal_hygiene begin 2009-09-09 06:50:50.036907 r1,bathing begin 2009-09-09 06:53:05.038555 r1
1006,bathing begin 2009-09-09 06:53:05.038555 r1,work begin 2009-09-09 07:06:59.011011 r1
1007,work begin 2009-09-09 07:06:59.011011 r1,personal_hygiene begin 2009-09-09 07:10:05.003435 r1
1008,personal_hygiene begin 2009-09-09 07:10:05.003435 r1,leave_home begin 2009-09-09 07:19:20.037607 r1
1009,leave_home begin 2009-09-09 07:19:20.037607 r1,watch_tv begin 2009-09-09 23:04:47.018409 r1
1010,watch_tv begin 2009-09-09 23:04:47.018409 r1,watch_tv begin 2009-09-10 00:57:51.044341 r1
1011,watch_tv begin 2009-09-10 00:57:51.044341 r1,work begin 2009-09-10 01:14:53.036547 r1
1012,work begin 2009-09-10 01:14:53.036547 r1,personal_hygiene begin 2009-09-10 01:17:44.019365 r1
1013,personal_hygiene begin 2009-09-10 01:17:44.019365 r1,work begin 2009-09-10 01:25:18.017471 r1
1014,work begin 2009-09-10 01:25:18.017471 r1,sleep begin 2009-09-10 01:31:39.053376 r1
1015,sleep begin 2009-09-10 01:31:39.053376 r1,work begin 2009-09-10 05:13:43.072018 r1
1016,work begin 2009-09-10 05:13:43.072018 r1,personal_hygiene begin 2009-09-10 05:20:16.087881 r1
1017,personal_hygiene begin 2009-09-10 05:20:16.087881 r1,personal_hygiene begin 2009-09-10 05:22:02.089124 r1
1018,personal_hygiene begin 2009-09-10 05:22:02.089124 r1,personal_hygiene begin 2009-09-10 05:25:22.005132 r1
1019,personal_hygiene begin 2009-09-10 05:25:22.005132 r1,work begin 2009-09-10 05:30:34.064437 r1
1020,work begin 2009-09-10 05:30:34.064437 r1,meal_preparation begin 2009-09-10 05:34:46.001608 r1
1021,meal_preparation begin 2009-09-10 05:34:46.001608 r1,leave_home begin 2009-09-10 05:40:44.067472 r1
1022,leave_home begin 2009-09-10 05:40:44.067472 r1,enter_home begin 2009-09-10 07:55:59.049444 r1
1023,enter_home begin 2009-09-10 07:55:59.049444 r1,personal_hygiene begin 2009-09-10 07:57:08.043168 r1
1024,personal_hygiene begin 2009-09-10 07:57:08.043168 r1,work begin 2009-09-10 08:11:32.093518 r1
1025,work begin 2009-09-10 08:11:32.093518 r1,personal_hygiene begin 2009-09-10 08:30:06.031029 r1
1026,personal_hygiene begin 2009-09-10 08:30:06.031029 r1,personal_hygiene begin 2009-09-10 08:31:21.006186 r1
1027,personal_hygiene begin 2009-09-10 08:31:21.006186 r1,personal_hygiene begin 2009-09-10 08:34:11.032348 r1
1028,personal_hygiene begin 2009-09-10 08:34:11.032348 r1,work begin 2009-09-10 08:37:39.071485 r1
1029,work begin 2009-09-10 08:37:39.071485 r1,leave_home begin 2009-09-10 08:50:50.005445 r1
1030,leave_home begin 2009-09-10 08:50:50.005445 r1,watch_tv begin 2009-09-10 23:05:10.008971 r1
1031,watch_tv begin 2009-09-10 23:05:10.008971 r1,watch_tv begin 2009-09-11 01:57:04.084785 r1
1032,watch_tv begin 2009-09-11 01:57:04.084785 r1,personal_hygiene begin 2009-09-11 02:04:49.039571 r1
1033,personal_hygiene begin 2009-09-11 02:04:49.039571 r1,sleep begin 2009-09-11 02:18:00.095408 r1
1034,sleep begin 2009-09-11 02:18:00.095408 r1,wandering_in_room begin 2009-09-11 05:05:18.007299 r1
1035,wandering_in_room begin 2009-09-11 05:05:18.007299 r1,leave_home begin 2009-09-11 05:11:12.094418 r1
1036,leave_home begin 2009-09-11 05:11:12.094418 r1,enter_home begin 2009-09-11 05:25:26.001599 r1
1037,enter_home begin 2009-09-11 05:25:26.001599 r1,sleep begin 2009-09-11 05:26:46.000304 r1
1038,sleep begin 2009-09-11 05:26:46.000304 r1,personal_hygiene begin 2009-09-11 06:41:18.081899 r1
